Lge,Sea,Date,HT,AT,HS,AS,GD,WDL,pr_HS,prd_AS,prd_W,prd_D,prd_L
ENG5,22-23,22/04/2023,Dagenham and Redbridge,Halifax,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Eastleigh,Solihull,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Woking,Gateshead,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Maidenhead United,Barnet,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Maidstone,Notts County,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Scunthorpe United,Southend,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Wealdstone,Dorking Wanderers,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Wrexham,Boreham Wood,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,Yeovil Town,Oldham Athletic,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ENG5,22-23,22/04/2023,York City,Aldershot,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Auxerre,Nantes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Monaco,Lorient,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Clermont,Angers SCO,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Toulouse,Olympique Lyonnais,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Olympique Marseille,Troyes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Lille,Montpellier,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Paris Saint-Germain,Lens,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,RC Strasbourg,AC Ajaccio,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Brest,Nice,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,16/04/2023,Rennes,Stade de Reims,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,AC Ajaccio,Brest,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Auxerre,Lille,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Lorient,Toulouse,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Nantes,Troyes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Montpellier,Rennes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Nice,Clermont,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Olympique Lyonnais,Olympique Marseille,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Lens,Monaco,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Angers SCO,Paris Saint-Germain,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA1,22-23,23/04/2023,Stade de Reims,RC Strasbourg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Guingamp,Amiens SC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Sochaux,FC Pau,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Valenciennes,Chamois Niortais,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Grenoble,St Etienne,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Nimes Olympique,Havre AC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Rodez AF,Laval,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,SC Bastia,Annecy,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,Caen,Paris FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,US Quevilly,Dijon,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,15/04/2023,FC Metz,Bordeaux,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Havre AC,US Quevilly,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,St Etienne,FC Metz,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Dijon,SC Bastia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Annecy,Rodez AF,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Chamois Niortais,Caen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Paris FC,Nimes Olympique,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,FC Pau,Guingamp,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Amiens SC,Valenciennes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Laval,Sochaux,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA2,22-23,22/04/2023,Bordeaux,Grenoble,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,Nancy,Red Star,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,Bastia-Borgo,CS Sedan,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,Bourg Peronnas,Le Puy,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,Le Mans,LB Chateauroux,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,SO Cholet,Briochin,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,US Concarneau,Paris 13 Atletico,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,Orleans,FC Martigues,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,USL Dunkerque,US Avranches,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,14/04/2023,FC Versailles,Villefranche Beaujolais,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,Bourg Peronnas,Le Mans,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,CS Sedan,FC Versailles,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,FC Martigues,USL Dunkerque,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,Red Star,Bastia-Borgo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,Le Puy,Orleans,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,Paris 13 Atletico,Nancy,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,Briochin,LB Chateauroux,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,US Avranches,US Concarneau,-1,-1,0,D,-1,-1,0.00,0.00,0.00
FRA3,22-23,21/04/2023,Villefranche Beaujolais,SO Cholet,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,VfB Stuttgart,Dortmund,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,Wolfsburg,Leverkusen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,Werder Bremen,Freiburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,FC Koln,Mainz 05,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,Bayern Munich,Hoffenheim,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,Eintracht Frankfurt,Monchengladbach,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,Union Berlin,Bochum,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,RB Leipzig,Augsburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,15/04/2023,Schalke 04,Hertha Berlin,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Mainz 05,Bayern Munich,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Leverkusen,RB Leipzig,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Monchengladbach,Union Berlin,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Hoffenheim,FC Koln,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Dortmund,Eintracht Frankfurt,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Bochum,Wolfsburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Augsburg,VfB Stuttgart,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Freiburg,Schalke 04,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER1,22-23,22/04/2023,Hertha Berlin,Werder Bremen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Karlsruher SC,Arminia Bielefeld,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Kaiserslautern,Hamburger SV,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Fortuna Dusseldorf,Darmstadt 98,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Hannover 96,Heidenheim,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Holstein Kiel,Nurnberg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Paderborn,Hansa Rostock,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Magdeburg,Sandhausen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,Greuther Furth,Jahn Regensburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,16/04/2023,St Pauli,Braunschweig,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Hansa Rostock,Greuther Furth,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Hamburger SV,St Pauli,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Sandhausen,Paderborn,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Heidenheim,Holstein Kiel,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Nurnberg,Fortuna Dusseldorf,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Arminia Bielefeld,Hannover 96,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Darmstadt 98,Karlsruher SC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Braunschweig,Magdeburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER2,22-23,23/04/2023,Jahn Regensburg,Kaiserslautern,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Ingolstadt,VfB Oldenburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Viktoria Koln,MSV Duisburg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Wehen Wiesbaden,Munich 1860,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,RW Essen,Mannheim,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Osnabruck,Elversberg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Dortmund II,SV Meppen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,SpVgg Bayreuth,Hallescher FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Saarbrucken,Dynamo Dresden,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Freiburg II,Zwickau,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,15/04/2023,Erzgebirge Aue,Verl,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,MSV Duisburg,Wehen Wiesbaden,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Hallescher FC,Osnabruck,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Elversberg,Erzgebirge Aue,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Viktoria Koln,Ingolstadt,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Dynamo Dresden,Mannheim,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Zwickau,RW Essen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Verl,Dortmund II,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,SV Meppen,Saarbrucken,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,VfB Oldenburg,Freiburg II,-1,-1,0,D,-1,-1,0.00,0.00,0.00
GER3,22-23,22/04/2023,Munich 1860,SpVgg Bayreuth,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,14/04/2023,Excelsior,Go Ahead Eagles,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,15/04/2023,Waalwijk,Groningen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,15/04/2023,Sparta Rotterdam,Heerenveen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,16/04/2023,NEC Nijmegen,Vitesse,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,16/04/2023,Utrecht,Twente Enschede,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,16/04/2023,Cambuur,Feyenoord Rotterdam,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,16/04/2023,Volendam,PSV Eindhoven,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,16/04/2023,For Sittard,AZ Alkmaar,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,16/04/2023,Ajax Amsterdam,FC Emmen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,21/04/2023,Volendam,Cambuur,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,22/04/2023,Heerenveen,FC Emmen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,22/04/2023,Groningen,NEC Nijmegen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,22/04/2023,Vitesse,Excelsior,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,23/04/2023,Twente Enschede,Sparta Rotterdam,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,23/04/2023,Go Ahead Eagles,For Sittard,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,23/04/2023,PSV Eindhoven,Ajax Amsterdam,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,23/04/2023,Feyenoord Rotterdam,Utrecht,-1,-1,0,D,-1,-1,0.00,0.00,0.00
HOL1,22-23,23/04/2023,AZ Alkmaar,Waalwijk,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Fiorentina,Atalanta,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Roma,Udinese,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Bologna,AC Milan,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Torino,Salernitana,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Internazionale Milano,Monza,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Sassuolo,Juventus,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Spezia,Lazio,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Napoli,Hellas Verona,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Cremonese,Empoli,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,16/04/2023,Lecce,Sampdoria,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,AC Milan,Lecce,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Atalanta,Roma,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Empoli,Internazionale Milano,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Hellas Verona,Bologna,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Juventus,Napoli,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Lazio,Torino,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Sampdoria,Spezia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Monza,Fiorentina,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Udinese,Cremonese,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA1,22-23,23/04/2023,Salernitana,Sassuolo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Ascoli,FC Sudtirol,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Benevento,Reggina,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Cagliari,Frosinone,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Genoa,Perugia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Cosenza,Cittadella,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Modena,Parma,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Venezia,Palermo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,SPAL Ferrara,Brescia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Bari 1908,Como,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,15/04/2023,Ternana,Pisa,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Perugia,Cosenza,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Pisa,Bari 1908,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Cittadella,Genoa,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Como,Ascoli,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Modena,SPAL Ferrara,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Frosinone,FC Sudtirol,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Palermo,Benevento,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Parma,Cagliari,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Reggina,Brescia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ITA2,22-23,22/04/2023,Ternana,Venezia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,Raja Casablanca,Jeunesse Sportive Soualem,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,Renaissance de Berkane,FUS de Rabat,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,Mouloudia Oujda,Maghrib de Fes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,Ittihad Tanger,Olympique de Khouribga,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,FAR de Rabat,Moghreb de Tetouan,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,SC Chabab Mohammedia,Hassania US Agadir,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,Difaa Jadida,Olympique de Safi,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,15/04/2023,Union de Touarga,Wydad AC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,FUS de Rabat,Difaa Jadida,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Jeunesse Sportive Soualem,Union de Touarga,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Wydad AC,FAR de Rabat,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Olympique de Safi,SC Chabab Mohammedia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Hassania US Agadir,Moghreb de Tetouan,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Olympique de Khouribga,Mouloudia Oujda,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Ittihad Tanger,Renaissance de Berkane,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MAR1,22-23,22/04/2023,Maghrib de Fes,Raja Casablanca,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,14/04/2023,Atletico San Luis,FC Juarez,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,15/04/2023,Club Necaxa,Puebla FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,15/04/2023,Mazatlan,Club Tijuana,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,16/04/2023,Atlas Guadalajara,CF Pachuca,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,16/04/2023,Club Leon,Deportivo Guadalajara,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,16/04/2023,Cruz Azul,Club de Futbol America,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,16/04/2023,Pumas de la UNAM,Deportivo Toluca,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,17/04/2023,Gallos Blancos Queretaro FC,Tigres de la Universidad Autonoma,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,17/04/2023,CF Monterrey,Santos Laguna,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,21/04/2023,Tigres de la Universidad Autonoma,Puebla FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,22/04/2023,Club Necaxa,Atlas Guadalajara,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,22/04/2023,Mazatlan,CF Monterrey,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,22/04/2023,Club Tijuana,Club Leon,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,23/04/2023,CF Pachuca,Atletico San Luis,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,23/04/2023,Deportivo Guadalajara,Cruz Azul,-1,-1,0,D,-1,-1,0.00,0.00,0.00
MEX1,22-23,23/04/2023,Club de Futbol America,Pumas de la UNAM,-1,-1,0,D,-1,-1,0.00,0.00,0.00
